key,region,process_res,process_ely,process_deriv,process_flh,value,source
"ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS",ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,CH4SYN",ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,CH4SYN,4264.327283920126,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL",ARG-CRB,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL,4264.327283920126,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,DRI,DRI",ARG-CRB,WIND-ON,SOEC-EL,DRI,DRI,7008.0,öko
"ARG-CRB,WIND-ON,SOEC-EL,DRI,SOEC-EL",ARG-CRB,WIND-ON,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN",ARG-CRB,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN,4276.798853291417,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL",ARG-CRB,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL,4276.798853291417,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON",ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON,3620.363629572144,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC",ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL",ARG-CRB,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL,3620.363629572144,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,NH3-REC",ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,NH3SYN",ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,NH3SYN,3959.501107383213,PTX Atlas
"ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL",ARG-CRB,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL,3959.501107383213,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,,AEL-EL,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,,H2-COMP",ARG-CRU,PV-FIX,AEL-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-FIX,AEL-EL,,H2-LIQ",ARG-CRU,PV-FIX,AEL-EL,,H2-LIQ,2780.7599493692087,öko
"ARG-CRU,PV-FIX,AEL-EL,,H2-RGAS",ARG-CRU,PV-FIX,AEL-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL,2855.6728441961627,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN,7599.810921203115,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,CH4SYN,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,CH4SYN,AEL-EL,2814.590266253389,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,CH4SYN,ATR",ARG-CRU,PV-FIX,AEL-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ",ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ,7604.379421880074,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4SYN",ARG-CRU,PV-FIX,AEL-EL,CH4SYN,CH4SYN,7604.379421880074,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,DRI,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,DRI,DRI",ARG-CRU,PV-FIX,AEL-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,EFUELSYN,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,EFUELSYN,AEL-EL,2829.5287148641028,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN",ARG-CRU,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN,7593.77671207565,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,AEL-EL,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON",ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,NH3SYN,AEL-EL",ARG-CRU,PV-FIX,AEL-EL,NH3SYN,AEL-EL,2738.040908901972,PTX Atlas
"ARG-CRU,PV-FIX,AEL-EL,NH3SYN,NH3-REC",ARG-CRU,PV-FIX,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,PV-FIX,AEL-EL,NH3SYN,NH3SYN",ARG-CRU,PV-FIX,AEL-EL,NH3SYN,NH3SYN,7490.076604236301,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,,H2-COMP",ARG-CRU,PV-FIX,PEM-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-FIX,PEM-EL,,H2-LIQ",ARG-CRU,PV-FIX,PEM-EL,,H2-LIQ,2780.7599493692087,öko
"ARG-CRU,PV-FIX,PEM-EL,,H2-RGAS",ARG-CRU,PV-FIX,PEM-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,,PEM-EL,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN,7599.810921203115,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL,2855.6728441961627,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,CH4SYN,ATR",ARG-CRU,PV-FIX,PEM-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ",ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ,7604.379421880074,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4SYN",ARG-CRU,PV-FIX,PEM-EL,CH4SYN,CH4SYN,7604.379421880074,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,CH4SYN,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,CH4SYN,PEM-EL,2814.590266253389,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,DRI,DRI",ARG-CRU,PV-FIX,PEM-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,DRI,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN",ARG-CRU,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN,7593.77671207565,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,EFUELSYN,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,EFUELSYN,PEM-EL,2829.5287148641028,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON",ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,LOHC-CON,PEM-EL,2715.5308564098887,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,NH3SYN,NH3-REC",ARG-CRU,PV-FIX,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,PV-FIX,PEM-EL,NH3SYN,NH3SYN",ARG-CRU,PV-FIX,PEM-EL,NH3SYN,NH3SYN,7490.076604236301,PTX Atlas
"ARG-CRU,PV-FIX,PEM-EL,NH3SYN,PEM-EL",ARG-CRU,PV-FIX,PEM-EL,NH3SYN,PEM-EL,2738.040908901972,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,,H2-COMP",ARG-CRU,PV-FIX,SOEC-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-FIX,SOEC-EL,,H2-LIQ",ARG-CRU,PV-FIX,SOEC-EL,,H2-LIQ,2755.845093133989,öko
"ARG-CRU,PV-FIX,SOEC-EL,,H2-RGAS",ARG-CRU,PV-FIX,SOEC-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,,SOEC-EL,2685.057893874843,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN,7106.565683566163,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL,7106.565683566163,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,ATR",ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ",ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ,6778.686552333687,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4SYN",ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,CH4SYN,6778.686552333687,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL,6778.686552333687,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,DRI,DRI",ARG-CRU,PV-FIX,SOEC-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,DRI,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN",ARG-CRU,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN,7438.146918183661,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL,7438.146918183661,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON",ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON,2685.057893874843,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL,2685.057893874843,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,NH3-REC",ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,NH3SYN",ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,NH3SYN,4289.7576866864865,PTX Atlas
"ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL",ARG-CRU,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL,4289.7576866864865,PTX Atlas
"ARG-CRU,PV-TRK,AEL-EL,,H2-COMP",ARG-CRU,PV-TRK,AEL-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-TRK,AEL-EL,,H2-RGAS",ARG-CRU,PV-TRK,AEL-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-TRK,AEL-EL,CH4SYN,ATR",ARG-CRU,PV-TRK,AEL-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,AEL-EL,DRI,AEL-EL",ARG-CRU,PV-TRK,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"ARG-CRU,PV-TRK,AEL-EL,DRI,DRI",ARG-CRU,PV-TRK,AEL-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-TRK,AEL-EL,NH3SYN,NH3-REC",ARG-CRU,PV-TRK,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,,H2-COMP",ARG-CRU,PV-TRK,PEM-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-TRK,PEM-EL,,H2-RGAS",ARG-CRU,PV-TRK,PEM-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,CH4SYN,ATR",ARG-CRU,PV-TRK,PEM-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,DRI,DRI",ARG-CRU,PV-TRK,PEM-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,DRI,PEM-EL",ARG-CRU,PV-TRK,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARG-CRU,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-TRK,PEM-EL,NH3SYN,NH3-REC",ARG-CRU,PV-TRK,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,,H2-COMP",ARG-CRU,PV-TRK,SOEC-EL,,H2-COMP,7008.0,
"ARG-CRU,PV-TRK,SOEC-EL,,H2-RGAS",ARG-CRU,PV-TRK,SOEC-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC",ARG-CRU,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,CH4SYN,ATR",ARG-CRU,PV-TRK,SOEC-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS",ARG-CRU,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,DRI,DRI",ARG-CRU,PV-TRK,SOEC-EL,DRI,DRI,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,DRI,SOEC-EL",ARG-CRU,PV-TRK,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"ARG-CRU,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC",ARG-CRU,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,PV-TRK,SOEC-EL,NH3SYN,NH3-REC",ARG-CRU,PV-TRK,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,,AEL-EL,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,,H2-COMP",ARG-CRU,RES-HYBR,AEL-EL,,H2-COMP,7008.0,
"ARG-CRU,RES-HYBR,AEL-EL,,H2-LIQ",ARG-CRU,RES-HYBR,AEL-EL,,H2-LIQ,7023.424804316032,öko
"ARG-CRU,RES-HYBR,AEL-EL,,H2-RGAS",ARG-CRU,RES-HYBR,AEL-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL,7184.89880389223,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC",ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,AEL-EL,7027.1009271274015,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,ATR",ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ",ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS",ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4SYN",ARG-CRU,RES-HYBR,AEL-EL,CH4SYN,CH4SYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,DRI,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,DRI,DRI",ARG-CRU,RES-HYBR,AEL-EL,DRI,DRI,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,EFUELSYN,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,EFUELSYN,AEL-EL,7152.426970718312,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,EFUELSYN,EFUELSYN",ARG-CRU,RES-HYBR,AEL-EL,EFUELSYN,EFUELSYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,AEL-EL,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,LOHC-CON",ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,LOHC-CON,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,LOHC-REC",ARG-CRU,RES-HYBR,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,AEL-EL",ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,AEL-EL,7137.078682597215,PTX Atlas
"ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,NH3-REC",ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,NH3SYN",ARG-CRU,RES-HYBR,AEL-EL,NH3SYN,NH3SYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,,H2-COMP",ARG-CRU,RES-HYBR,PEM-EL,,H2-COMP,7008.0,
"ARG-CRU,RES-HYBR,PEM-EL,,H2-LIQ",ARG-CRU,RES-HYBR,PEM-EL,,H2-LIQ,7023.424804316032,öko
"ARG-CRU,RES-HYBR,PEM-EL,,H2-RGAS",ARG-CRU,RES-HYBR,PEM-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,,PEM-EL,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHREC",ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHSYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,CH3OHSYN,PEM-EL,7184.89880389223,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,ATR",ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4-LIQ",ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4-LIQ,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4-RGAS",ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4SYN",ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,CH4SYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,CH4SYN,PEM-EL,7027.1009271274015,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,DRI,DRI",ARG-CRU,RES-HYBR,PEM-EL,DRI,DRI,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,DRI,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN",ARG-CRU,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL,7152.426970718312,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON",ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC",ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL,6988.466577105707,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,NH3-REC",ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,NH3SYN",ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,NH3SYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,PEM-EL",ARG-CRU,RES-HYBR,PEM-EL,NH3SYN,PEM-EL,7137.078682597215,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,,H2-COMP",ARG-CRU,RES-HYBR,SOEC-EL,,H2-COMP,7008.0,
"ARG-CRU,RES-HYBR,SOEC-EL,,H2-LIQ",ARG-CRU,RES-HYBR,SOEC-EL,,H2-LIQ,6742.8191692798955,öko
"ARG-CRU,RES-HYBR,SOEC-EL,,H2-RGAS",ARG-CRU,RES-HYBR,SOEC-EL,,H2-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,SOEC-EL,,SOEC-EL",ARG-CRU,RES-HYBR,SOEC-EL,,SOEC-EL,6826.288486734265,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC",ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN",ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL",ARG-CRU,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,ATR",ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,ATR,7008.0,
"ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ",ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS",ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN",ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL",ARG-CRU,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL,6369.476711283189,PTX Atlas
"ARG-CRU,RES-HYBR,SOEC-EL,DRI,DRI",ARG-CRU,RES-HYBR,SOEC-EL,DRI,DRI,7008.0,öko
"ARG-CRU,RES-HYBR,SOEC-EL,DRI,SOEC-EL",ARG-CRU,RES-HYBR,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
